d_geo_continent,d_geo_country,d_geo_region,m_visits,m_page_views,m_page_views_per_entering_visits,m_page_views_per_visits,m_bounce_rate,m_bq,m_bounces,m_time_spent,m_time_spent_per_pages,m_entry_rate,m_entering_visits,m_time_spent_per_visits,Months,Years
Europe,France,Ile-de-France,673165,2776102,6.6228262032,4.1239547511,0.4444155593,64.1967410081,299165,82758150,33.4114876559,0.5555844407,374000,221.2784759358,january,2015
Europe,France,Provence-Alpes-Côte-d'Azur,561680,2522004,6.4713027363,4.4901082467,0.3621065375,82.9076134802,203388,104560716,45.0961763397,0.6378934625,358292,291.8310093443,january,2015
Europe,France,Corse,348000,1609230,6.4365939764,4.6242241379,0.3333649425,82.1185780862,116011,61867520,41.4323150188,0.6666350575,231989,266.6829892797,january,2015
Europe,France,Rhône-Alpes,53232,166587,5.72765567,3.1294522092,0.5495754433,63.2865845211,29255,8038915,58.5363571491,0.4504245567,23977,335.2760979272,january,2015
Europe,France,Pays de la Loire,48437,175585,5.8107453651,3.6250180647,0.4543427545,56.1659878678,22007,5452938,35.50598393,0.5456572455,26430,206.3162315551,january,2015
Europe,France,Languedoc-Roussillon,28899,99992,5.6916782155,3.4600505208,0.4756565971,67.8767384083,13746,4718261,54.7070124991,0.5243434029,15153,311.3747112783,january,2015
Europe,France,Aquitaine,21669,64427,5.4562793121,2.9732336518,0.5572015321,69.9481679544,12074,3843085,73.4071590931,0.4427984679,9595,400.5299635227,january,2015
Europe,France,Midi-Pyrénées,21259,62661,5.3289418653,2.9475045863,0.5501199492,61.6129662209,11695,3215704,63.0950829965,0.4498800508,9564,336.2300292765,january,2015
Europe,France,Nord-Pas-de-Calais,18957,50756,5.3293396869,2.6774278631,0.6125441789,56.4306137063,11612,2545808,65.0369916207,0.3874558211,7345,346.6042205582,january,2015
Europe,France,Bretagne,18390,48104,5.1275177108,2.6157694399,0.6085372485,61.7240245569,11191,2813189,76.2113347601,0.3914627515,7199,390.7749687457,january,2015
Europe,France,Centre,16745,51687,5.6299191732,3.0867124515,0.549298298,62.6213126977,9198,2515692,59.2080773847,0.450701702,7547,333.3366900755,january,2015
Europe,France,Auvergne,12869,47420,6.0402625821,3.6848239956,0.4673245784,71.5050696654,6014,2171752,52.450176303,0.5326754216,6855,316.812837345,january,2015
Europe,France,Alsace,12720,35864,5.1746031746,2.8194968553,0.5641509434,49.8866686381,7176,1444299,50.3450571668,0.4358490566,5544,260.5156926407,january,2015
Europe,France,Poitou-Charentes,12665,42089,5.8950257861,3.3232530596,0.5253849191,76.9660071316,6654,2463982,69.5352617469,0.4746150809,6011,409.9121610381,january,2015
Europe,France,Haute-Normandie,11163,35238,5.7280047133,3.1566783123,0.5438502195,61.7870951385,6071,1624878,55.7094661775,0.4561497805,5092,319.104084839,january,2015
Europe,France,Basse-Normandie,9908,31238,5.4382022472,3.1528058135,0.5149374243,57.9722320799,5102,1336034,51.1185338231,0.4850625757,4806,277.9929255098,january,2015
Europe,France,Lorraine,9564,24124,5.106034969,2.5223755751,0.6292346299,41.8870043276,6018,864450,47.7438418204,0.3707653701,3546,243.7817258883,january,2015
Europe,France,Bourgogne,9502,28955,5.5260586319,3.0472532099,0.5476741739,59.2140119992,5204,1330120,56.0026946234,0.4523258261,4298,309.4741740344,january,2015
Europe,France,Picardie,9203,26524,5.5390461216,2.8821036618,0.5853526024,60.2319754787,5387,1327077,62.7845484222,0.4146473976,3816,347.766509434,january,2015
Europe,France,Champagne-Ardenne,6190,19219,5.5129892622,3.1048465267,0.5336025848,61.3658781094,3303,910048,57.1781854737,0.4663974152,2887,315.2227225494,january,2015
Europe,France,Franche-Comté,5476,15426,5.2685542686,2.8170197224,0.5743243243,47.5733141712,3145,573605,46.7067014087,0.4256756757,2331,246.0767910768,january,2015
Europe,Belgique,bruxelles-capitale,4933,15081,5.9647749511,3.0571660247,0.5856476789,95.9271527825,2889,1226527,100.6009678478,0.4143523211,2044,600.0621330724,january,2015
Amérique du Nord,Canada,Québec,4523,11049,4.9195195195,2.4428476675,0.6318814946,54.7382148929,2858,598866,73.1126846539,0.3681185054,1665,359.6792792793,january,2015
Europe,Royaume Uni,Greater London,3507,11712,5.9014336918,3.3396065013,0.5226689478,78.2113717058,1833,696722,70.5255592671,0.4773310522,1674,416.201911589,january,2015
Europe,Norvège,Østlandet,2874,4616,3.2191082803,1.6061238692,0.726861517,71.3357913854,2089,441906,174.8737633558,0.273138483,785,562.9375796178,january,2015
Europe,Suisse,Zurich,2748,10286,6.0086378738,3.7430858806,0.4523289665,97.3466606046,1243,722047,79.8459581997,0.5476710335,1505,479.765448505,january,2015
Europe,France,Limousin,2547,6392,4.6584205519,2.5096191598,0.5873576757,51.708592834,1496,322789,65.929125817,0.4126423243,1051,307.1255946717,january,2015
Asie,Thaïlande,Krung Thep,2382,10130,6.1584553928,4.2527287993,0.3694374475,83.5179934109,880,474557,51.3034594595,0.6305625525,1502,315.9500665779,january,2015
Europe,Suisse,Vaud,2311,6776,5.0297833935,2.9320640415,0.5205538728,63.4878122913,1203,372925,66.9163825588,0.4794461272,1108,336.5749097473,january,2015
Afrique,Maroc,Rabat-Salé-Zemmour-Zaër,1950,6889,6.0397959184,3.5328205128,0.4974358974,54.8396492757,970,213344,36.0439263389,0.5025641026,980,217.6979591837,january,2015
Amérique du Nord,Etats Unis,Washington,1937,4661,4.2351543943,2.4062983996,0.565307176,38.4512756229,1095,166112,46.5821648906,0.434692824,842,197.2826603325,january,2015
Europe,Suisse,Genève,1846,5450,5.2350176263,2.9523293608,0.5390032503,51.0975460541,995,212647,47.7322109989,0.4609967497,851,249.8789659224,january,2015
Europe,Belgique,Province de Liège,1838,4767,5.0793871866,2.5935799782,0.6093579978,52.6238863505,1120,229828,63.0183712641,0.3906420022,718,320.0947075209,january,2015
Europe,Italie,Lazio,1766,5759,5.0703363914,3.2610419026,0.4445073613,60.7237669767,785,256876,51.6437474869,0.5554926387,981,261.8511722732,january,2015
Europe,Italie,Lombardia,1670,4759,4.6383981154,2.8497005988,0.4916167665,57.5785780459,821,242149,61.4903504317,0.5083832335,849,285.2167255595,january,2015
Europe,France,La Réunion,1628,4800,5.8501529052,2.9484029484,0.5982800983,61.4263419901,974,234415,61.2689492943,0.4017199017,654,358.4327217125,january,2015
Afrique,Maroc,Grand Casablanca,1593,4408,5.00997151,2.7671060891,0.5593220339,47.2923966985,891,169593,48.2209269264,0.4406779661,702,241.5854700855,january,2015
Amérique du Nord,Etats Unis,Californie,1545,4482,5.0962343096,2.9009708738,0.5359223301,47.3922506777,828,160122,43.8210180624,0.4640776699,717,223.3221757322,january,2015
Europe,Allemagne,Bavière,1497,3984,4.583573487,2.6613226453,0.5364061456,60.3023409747,803,234034,73.5724614901,0.4635938544,694,337.2247838617,january,2015
Europe,Belgique,Province de Hainaut,1422,3228,4.6265060241,2.2700421941,0.6497890295,41.0354089603,924,131904,57.25,0.3502109705,498,264.8674698795,january,2015
Europe,Allemagne,Rhénanie du nord Westphalie,1420,4645,5.3114973262,3.2711267606,0.4732394366,112.6749480757,672,460182,115.8273345079,0.5267605634,748,615.2165775401,january,2015
Europe,France,Guadeloupe,1412,3959,5.1213592233,2.8038243626,0.5623229462,52.910932317,794,176092,55.6372827804,0.4376770538,618,284.9385113269,january,2015
Afrique,Algérie,Alger,1365,2344,3.5038363171,1.7172161172,0.7135531136,44.9642224091,974,141082,102.9795620438,0.2864468864,391,360.8235294118,january,2015
Europe,Allemagne,Bade-Wurtemberg,1335,4117,5.2998454405,3.0838951311,0.5153558052,111.7410477181,688,419855,122.442403033,0.4846441948,647,648.9258114374,january,2015
Europe,Italie,Toscana,1304,5038,5.9720372836,3.8634969325,0.4240797546,81.0763131911,553,263349,58.7177257525,0.5759202454,751,350.6644474035,january,2015
Europe,Luxembourg,Luxembourg,1212,3336,5.5874730022,2.7524752475,0.6179867987,49.7991293009,749,133439,51.5805952841,0.3820132013,463,288.2051835853,january,2015
Europe,Italie,Sardegna,1197,3848,5.4704890388,3.2147034252,0.5045948204,80.0785503558,604,253713,78.2099260173,0.4954051796,593,427.8465430017,january,2015
Afrique,Tunisie,Tunis,1141,3064,5.736453202,2.685363716,0.6441717791,45.8742796212,735,110077,47.2636324603,0.3558282209,406,271.1256157635,january,2015
Europe,Royaume Uni,South East England,1140,3212,5.1774193548,2.8175438596,0.5649122807,74.1486623589,644,220939,86.0354361371,0.4350877193,496,445.4415322581,january,2015
Amérique du Nord,Etats Unis,New York,1140,4509,7.2737430168,3.9552631579,0.5289473684,131.357804698,603,393675,100.787250384,0.4710526316,537,733.1005586592,january,2015
Europe,France,Nouvelle Calédonie,1134,4403,7.2266666667,3.8827160494,0.537037037,114.9587088514,609,334254,88.1006852926,0.462962963,525,636.6742857143,january,2015
Europe,Italie,Piemonte,1110,3336,4.7348993289,3.0054054054,0.4630630631,58.8889225122,514,162581,57.611977321,0.5369369369,596,272.7869127517,january,2015
Europe,France,Indeterminés,1106,3354,4.9787610619,3.0325497288,0.4891500904,81.594815659,541,248262,88.2552435123,0.5108499096,565,439.4017699115,january,2015
Europe,Islande,Reykjavik,977,1775,3.4181818182,1.8167860798,0.6622313204,30.6929570548,647,67897,60.1923758865,0.3377686796,330,205.7484848485,january,2015
Europe,Portugal,Nord,969,2763,5.6356589147,2.8513931889,0.600619195,51.2549278317,582,110142,50.5006877579,0.399380805,387,284.6046511628,january,2015
Europe,France,Martinique,934,2603,5.1517412935,2.7869379015,0.5695931478,49.4810513947,532,105319,50.8541767262,0.4304068522,402,261.9875621891,january,2015
Amérique du Nord,Etats Unis,Floride,929,3486,6.093625498,3.7524219591,0.4596340151,66.7691010023,427,138012,45.1167048055,0.5403659849,502,274.9243027888,january,2015
Europe,Pays-bas,Noord Holland,902,2392,5.209039548,2.6518847007,0.6075388027,62.3714380677,548,139090,75.4284164859,0.3924611973,354,392.9096045198,january,2015
Europe,Espagne,Catalogne,895,3975,7.1354581673,4.4413407821,0.4391061453,91.2804724445,393,191119,53.3553880514,0.5608938547,502,380.7151394422,january,2015
Europe,Royaume Uni,East England,888,2842,6.0360824742,3.2004504505,0.5630630631,98.8948678565,500,230988,98.6285226302,0.4369369369,388,595.3298969072,january,2015
Europe,Monaco,monaco-ville,874,2236,5.1148036254,2.5583524027,0.6212814645,42.2169952614,543,79589,47.0106320142,0.3787185355,331,240.4501510574,january,2015
Europe,Espagne,Madrid,866,2888,6.004950495,3.3348729792,0.5334872979,70.0756567037,462,146585,60.422506183,0.4665127021,404,362.8341584158,january,2015
Afrique,Gabon,estuaire,817,3145,5.546875,3.8494492044,0.3733170135,105.5380826923,305,245645,86.4947183099,0.6266829865,512,479.775390625,january,2015
Amérique du Sud,Brésil,Sao Paulo,781,4758,8.4059590317,6.0921895006,0.3124199744,244.0013543682,244,561063,124.2939743022,0.6875800256,537,1044.8100558659,january,2015
Europe,Allemagne,Hesse,770,2060,4.7391304348,2.6753246753,0.5519480519,67.8141348614,425,137824,84.2960244648,0.4480519481,345,399.4898550725,january,2015
Europe,Portugal,Lisbonne,767,2562,6.0280112045,3.3402868318,0.5345501956,57.6848557031,410,95947,44.5850371747,0.4654498044,357,268.7591036415,january,2015
Afrique,Île Maurice,port louis city,749,3083,5.7151515152,4.1161548732,0.3391188251,65.3075911536,254,97637,34.5129020855,0.6608811749,495,197.2464646465,january,2015
Europe,Italie,Emilia Romagna,723,2174,4.7300771208,3.0069156293,0.4619640387,73.7819871542,334,145352,78.9956521739,0.5380359613,389,373.6555269923,january,2015
Europe,Italie,Liguria,715,1790,4.1524926686,2.5034965035,0.5230769231,56.1240722265,374,105000,74.1525423729,0.4769230769,341,307.917888563,january,2015
Europe,Suisse,Valais,699,2233,5.3333333333,3.1945636624,0.4935622318,61.6528774588,345,103805,54.9814618644,0.5064377682,354,293.2344632768,january,2015
Europe,Allemagne,Berlin,699,2273,6.1437908497,3.251788269,0.5622317597,100.1064656512,393,183524,97.6191489362,0.4377682403,306,599.7516339869,january,2015
Amérique du Nord,Canada,Ontario,690,2274,6.2450331126,3.2956521739,0.5623188406,77.4010842463,388,131296,69.6161187699,0.4376811594,302,434.7549668874,january,2015
Europe,France,Guyane,687,2316,6.43,3.3711790393,0.5633187773,128.974978213,387,235365,122.0139968896,0.4366812227,300,784.55,january,2015
Afrique,Sénégal,Dakar,672,1778,4.9219858156,2.6458333333,0.5803571429,43.1597300442,390,63501,45.75,0.4196428571,282,225.1808510638,january,2015
Europe,France,polynesie francaise,661,1892,5.2743055556,2.8623298033,0.5642965204,56.9244810913,373,90169,59.3607636603,0.4357034796,288,313.0868055556,january,2015
Europe,Suisse,Berne,644,2178,5.3954154728,3.3819875776,0.4580745342,59.3549032163,295,86916,46.1582580988,0.5419254658,349,249.0429799427,january,2015
Europe,Belgique,Province d'Anvers,620,4956,14.4241486068,7.9935483871,0.4790322581,1295.2450361047,297,1704869,365.9302425413,0.5209677419,323,5278.2321981424,january,2015
Europe,Belgique,Brabant Flamand,547,1266,4.1674008811,2.3144424132,0.5850091408,49.4030709096,320,67783,71.6522198732,0.4149908592,227,298.6035242291,january,2015
Amérique du Nord,Etats Unis,Arizona,532,590,3.6363636364,1.1090225564,0.9586466165,11.5541724304,510,4194,52.425,0.0413533835,22,190.6363636364,january,2015
Afrique,Maroc,Marrakech-Tensift-Al Haouz,523,2236,6.71,4.275334608,0.4263862333,67.8353025769,223,68730,34.1430700447,0.5736137667,300,229.1,january,2015
Amérique du Nord,Etats Unis,Virginie,450,936,4.0375,2.08,0.6444444444,39.1768828289,290,41278,63.8978328173,0.3555555556,160,257.9875,january,2015
Amérique du Nord,Etats Unis,Caroline du Nord,447,2414,11.6324324324,5.4004474273,0.5861297539,515.6776359481,262,501562,233.0678438662,0.4138702461,185,2711.145945946,january,2015
Europe,Pays-bas,Zuid Holland,442,1774,8.085106383,4.0135746606,0.5746606335,136.3702161484,254,149088,98.0842105263,0.4253393665,188,793.0212765957,january,2015
Amérique du Nord,République Dominicaine,Distrito Nacional,437,3401,10.2049689441,7.7826086957,0.2631578947,133.0300001641,115,94877,28.8730979915,0.7368421053,322,294.649068323,january,2015
Afrique,Madagascar,Antananarivo,432,1253,4.7318181818,2.900462963,0.4907407407,109.1973379364,212,136179,130.8155619597,0.5092592593,220,618.9954545455,january,2015
Asie,Thaïlande,Phaket,417,1558,5.3384030418,3.7362110312,0.3693045564,69.0919032492,154,67909,48.3682336182,0.6306954436,263,258.2091254753,january,2015
Europe,Belgique,Flandre orientale,412,1163,4.6634146341,2.822815534,0.5024271845,58.2601186296,207,60807,63.6056485356,0.4975728155,205,296.6195121951,january,2015
Europe,Espagne,Andalousie,412,1285,5.546875,3.1189320388,0.5339805825,55.509042678,220,51749,48.5906103286,0.4660194175,192,269.5260416667,january,2015
Afrique,Côte D'Ivoire,lagunes,406,882,4.4492753623,2.1724137931,0.6600985222,59.0523122917,268,58836,95.8241042345,0.3399014778,138,426.347826087,january,2015
Europe,Suisse,Fribourg,403,2739,12.3951219512,6.7965260546,0.4913151365,111.0210980403,198,61202,24.0857929949,0.5086848635,205,298.5463414634,january,2015
Europe,Irlande,Leinster,401,949,5.0294117647,2.3665835411,0.6608478803,57.3782403837,265,54892,80.2514619883,0.3391521197,136,403.6176470588,january,2015
Asie,Cambodge,phnom penh,398,1605,5.571969697,4.0326633166,0.3366834171,109.4267651302,134,124704,84.7749830048,0.6633165829,264,472.3636363636,january,2015
Europe,Belgique,Brabant Wallon,382,1014,5.5142857143,2.6544502618,0.6335078534,48.7814333323,242,41259,53.4443005181,0.3664921466,140,294.7071428571,january,2015
Europe,Suède,Stockholm,372,1320,5.8121827411,3.5483870968,0.4704301075,58.7531706695,175,46625,40.7205240175,0.5295698925,197,236.6751269036,january,2015
Asie,Emirats Arabes Unis,dubayy,362,1426,5.814479638,3.9392265193,0.3895027624,76.2607503946,141,66088,51.4303501946,0.6104972376,221,299.0407239819,january,2015
Océanie,Australie,New South Wales,359,1062,5.8482758621,2.9582172702,0.5961002786,38.8766050292,214,24216,28.5566037736,0.4038997214,145,167.0068965517,january,2015
Amérique du Sud,Brésil,Rio De Janeiro,353,1444,5.7025862069,4.0906515581,0.342776204,64.4147274768,121,45080,34.0740740741,0.657223796,232,194.3103448276,january,2015
Europe,Belgique,Province de Namur,348,926,4.6352201258,2.6609195402,0.5431034483,78.38520407,189,74454,101.0230664858,0.4568965517,159,468.2641509434,january,2015
Europe,Roumanie,Bucaresti,348,1914,7.7210300429,5.5,0.3304597701,129.8986456565,115,113903,63.3146192329,0.6695402299,233,488.8540772532,january,2015
Europe,Espagne,girona,342,781,3.5229885057,2.283625731,0.4912280702,59.4948255623,168,55968,91.3017944535,0.5087719298,174,321.6551724138,january,2015
Europe,République Tchèque,Hlavni Mesto Praha,323,1470,6.6502463054,4.5510835913,0.3715170279,80.1472208509,120,55342,40.9940740741,0.6284829721,203,272.6206896552,january,2015
Amérique du Nord,Etats Unis,Massachusetts,323,1358,6.6868131868,4.2043343653,0.4365325077,62.166504449,141,35975,29.5603944125,0.5634674923,182,197.6648351648,january,2015
Asie,Fédération de Russie,Moskva,322,4336,22.4652406417,13.4658385093,0.4192546584,1369.7852654347,135,878959,209.2261366341,0.5807453416,187,4700.3155080214,january,2015
Europe,Italie,Veneto,313,1300,7.0552147239,4.1533546326,0.4792332268,109.6686433247,150,88889,77.2947826087,0.5207667732,163,545.3312883436,january,2015
Europe,Autriche,Vienne,311,860,4.7094594595,2.7652733119,0.5241157556,50.2595386046,163,37072,53.1879483501,0.4758842444,148,250.4864864865,january,2015
Europe,Suisse,Neuchâtel,311,992,5.2830188679,3.1897106109,0.4887459807,48.6937888327,152,31020,36.9285714286,0.5112540193,159,195.0943396226,january,2015
Afrique,Maroc,Gharb-Chrarda-Beni Hssen,299,848,5.6525423729,2.8361204013,0.6053511706,39.0392608179,181,21532,32.2818590705,0.3946488294,118,182.4745762712,january,2015
Afrique,Maroc,Fès-Boulemane,296,1055,5.387283237,3.5641891892,0.4155405405,62.8927375513,123,42440,45.5364806867,0.5844594595,173,245.3179190751,january,2015
Europe,France,mayotte,289,943,4.6741573034,3.2629757785,0.384083045,61.1676718727,111,42987,51.6670673077,0.615916955,178,241.5,january,2015
Europe,Suisse,Lucerne,288,700,5.4782608696,2.4305555556,0.6805555556,59.4391458275,196,39460,78.2936507937,0.3194444444,92,428.9130434783,january,2015
Asie,Viêt Nam,Ha Noi,286,1682,8.4255319149,5.8811188811,0.3426573427,93.6200410134,98,45549,28.7556818182,0.6573426573,188,242.2819148936,january,2015
Asie,Israël,Tel-Aviv,284,575,4,2.0246478873,0.6584507042,39.127467074,187,25970,66.9329896907,0.3415492958,97,267.7319587629,january,2015
Amérique du Nord,Mexique,Distrito Federal,279,1013,5.9261744966,3.6308243728,0.4659498208,58.2776188122,130,33550,37.9954699887,0.5340501792,149,225.1677852349,january,2015
Asie,Hong-Kong,Indeterminés,270,761,5.5462962963,2.8185185185,0.6,51.7764196482,162,31471,52.5392320534,0.4,108,291.3981481481,january,2015
Europe,Espagne,Valence,269,636,4.9042553191,2.3643122677,0.6505576208,40.7499274459,175,24029,52.1236442516,0.3494423792,94,255.6276595745,january,2015
Europe,Allemagne,Basse Saxe,268,1012,5.9932885906,3.776119403,0.4440298507,106.0106772864,119,78679,88.1063829787,0.5559701493,149,528.0469798658,january,2015
Europe,Royaume Uni,Yorkshire and The Humber,262,724,5.2,2.7633587786,0.5801526718,45.2869412593,152,25708,44.9440559441,0.4198473282,110,233.7090909091,january,2015
Asie,Thaïlande,Nonthaburi,259,1257,6.5444444444,4.8532818533,0.305019305,104.6205437931,79,67846,57.5942275042,0.694980695,180,376.9222222222,january,2015
Afrique,Algérie,Oran,253,514,3.8681318681,2.0316205534,0.6403162055,41.5666561289,162,25328,71.9545454545,0.3596837945,91,278.3296703297,january,2015
Afrique,Maroc,doukkala-abda,242,1034,7.1395348837,4.2727272727,0.4669421488,63.0531259375,113,26676,28.9641693811,0.5330578512,129,206.7906976744,january,2015
Europe,Royaume Uni,South West England,235,982,7.3305084746,4.1787234043,0.4978723404,66.915580729,117,29832,34.4878612717,0.5021276596,118,252.813559322,january,2015
Amérique du Nord,Etats Unis,Texas,230,593,4.989010989,2.5782608696,0.6043478261,73.6814140566,139,43739,96.3414096916,0.3956521739,91,480.6483516484,january,2015
Europe,Pays-bas,Utrecht,228,1012,6.9847328244,4.4385964912,0.4254385965,64.9442500298,97,25522,27.8928961749,0.5745614035,131,194.8244274809,january,2015
Asie,Singapour,central,217,628,6.012195122,2.8940092166,0.6221198157,54.2828343814,135,25878,52.490872211,0.3778801843,82,315.5853658537,january,2015
Amérique du Sud,Argentine,Distrito Federal,217,545,4.1538461538,2.5115207373,0.5207373272,85.3794786588,113,52220,120.8796296296,0.4792626728,104,502.1153846154,january,2015
Europe,Royaume Uni,West Midlands,216,640,5.5106382979,2.962962963,0.5648148148,59.6651292741,122,30760,59.3822393822,0.4351851852,94,327.2340425532,january,2015
Asie,Viêt Nam,Ho Chi Minh,214,887,6.6083333333,4.1448598131,0.4392523364,68.6522138778,94,29960,37.7805800757,0.5607476636,120,249.6666666667,january,2015
Europe,Royaume Uni,North West England,213,688,6.3977272727,3.2300469484,0.5868544601,66.0624569178,125,32190,57.1758436945,0.4131455399,88,365.7954545455,january,2015
Asie,Indonésie,Bali,211,708,4.8828125,3.355450237,0.3933649289,70.4836556731,83,38465,61.544,0.6066350711,128,300.5078125,january,2015
Europe,Belgique,Flandre Occidentale,207,510,4.4827586207,2.4637681159,0.5797101449,57.5196564603,120,30487,78.1717948718,0.4202898551,87,350.4252873563,january,2015
Europe,Allemagne,Hambourg,206,580,4.462962963,2.8155339806,0.4757281553,51.4935736739,98,25574,53.0580912863,0.5242718447,108,236.7962962963,january,2015
Amérique du Nord,Canada,British Columbia,200,453,4.1234567901,2.265,0.595,69.6904989268,119,36908,110.502994012,0.405,81,455.6543209877,january,2015
Europe,Grèce,Attiki,197,471,4.2619047619,2.3908629442,0.5736040609,36.9535088141,113,15883,44.3659217877,0.4263959391,84,189.0833333333,january,2015
Europe,Autriche,Tyrol,195,961,6.2108843537,4.9282051282,0.2461538462,96.4966844325,48,44272,48.4906900329,0.7538461538,147,301.1700680272,january,2015
Océanie,Australie,Victoria,195,544,6.0579710145,2.7897435897,0.6461538462,28.5673050539,126,6832,16.3444976077,0.3538461538,69,99.0144927536,january,2015
Europe,Danemark,Hovedstaden,194,507,4.3655913978,2.6134020619,0.5206185567,39.6355686869,101,16453,40.5246305419,0.4793814433,93,176.9139784946,january,2015
Afrique,Mali,bamako,190,588,4.5221238938,3.0947368421,0.4052631579,62.9049480869,77,30599,59.8806262231,0.5947368421,113,270.7876106195,january,2015
Europe,Allemagne,Rhénanie Palatinat,189,660,5.5288461538,3.4920634921,0.4497354497,88.4614026847,85,45401,78.9582608696,0.5502645503,104,436.5480769231,january,2015
Afrique,Maroc,L'Oriental,186,509,4.3645833333,2.7365591398,0.4838709677,68.9439032723,90,35109,83.7923627685,0.5161290323,96,365.71875,january,2015
Afrique,Maroc,Meknès-Tafilalet,185,728,6.1714285714,3.9351351351,0.4324324324,79.5110734321,80,35550,54.8611111111,0.5675675676,105,338.5714285714,january,2015
Océanie,Australie,Queensland,184,368,3.6285714286,2,0.6195652174,57.0288289406,114,27020,106.3779527559,0.3804347826,70,386,january,2015
Amérique du Sud,Costa Rica,San Jose,184,714,6.0476190476,3.8804347826,0.4293478261,89.769113551,79,42963,67.6582677165,0.5706521739,105,409.1714285714,january,2015
Asie,Liban,beirut,181,433,4.4520547945,2.3922651934,0.5966850829,48.3266733655,108,21314,65.5815384615,0.4033149171,73,291.9726027397,january,2015
Asie,Qatar,ad dawhah,181,684,6.9880952381,3.7790055249,0.5359116022,185.9491913085,97,90820,154.7189097104,0.4640883978,84,1081.1904761905,january,2015
Europe,Espagne,Galice,177,770,5.9831932773,4.3502824859,0.3276836158,96.0387193542,58,43985,61.7766853933,0.6723163842,119,369.6218487395,january,2015
Asie,Japon,Tokyo,175,354,4.4423076923,2.0228571429,0.7028571429,37.051462106,123,14181,61.3896103896,0.2971428571,52,272.7115384615,january,2015
Europe,Espagne,Iles Canaries,173,1061,8.5897435897,6.1329479769,0.323699422,118.4117442587,56,42944,42.7303482587,0.676300578,117,367.0427350427,january,2015
Europe,Suisse,Bâle-Ville,169,416,4.2933333333,2.4615384615,0.5562130178,41.1696303381,94,15914,49.4223602484,0.4437869822,75,212.1866666667,january,2015
Europe,Pologne,Mazowieckie,167,581,6.6712328767,3.4790419162,0.5628742515,62.6564328551,94,22367,45.9281314168,0.4371257485,73,306.397260274,january,2015
Amérique du Nord,Etats Unis,New Jersey,167,424,4.6714285714,2.5389221557,0.5808383234,65.3499827506,97,28405,86.8654434251,0.4191616766,70,405.7857142857,january,2015
Europe,Suisse,Soleure,162,516,5.8493150685,3.1851851852,0.549382716,97.1697668457,89,41963,98.2740046838,0.450617284,73,574.8356164384,january,2015
Asie,Indonésie,Jakarta Raya,160,856,8.5652173913,5.35,0.425,78.0608341225,68,19032,24.152284264,0.575,92,206.8695652174,january,2015
Afrique,Maroc,souss-massa-draa,157,487,6.15625,3.101910828,0.5923566879,70.3796830794,93,26445,67.1192893401,0.4076433121,64,413.203125,january,2015
Afrique,Djibouti,djibouti,157,408,4.0987654321,2.5987261146,0.4840764331,69.8464024766,76,30531,91.9608433735,0.5159235669,81,376.9259259259,january,2015
Asie,Thaïlande,Surat Thani,155,831,7.6274509804,5.3612903226,0.3419354839,96.1315888178,53,30674,39.4267352185,0.6580645161,102,300.7254901961,january,2015
Amérique du Nord,Etats Unis,Pennsylvanie,153,764,11.7192982456,4.9934640523,0.6274509804,198.8507955363,96,63636,95.2634730539,0.3725490196,57,1116.4210526316,january,2015
Europe,Suisse,Tessin,152,622,6.4651162791,4.0921052632,0.4342105263,79.8605059543,66,28355,50.9982014388,0.5657894737,86,329.7093023256,january,2015
Asie,Turquie,Istanbul,143,464,8.1333333333,3.2447552448,0.6853146853,56.3334939314,98,14346,39.1967213115,0.3146853147,45,318.8,january,2015
Amérique du Nord,Etats Unis,Nevada,139,323,4.0163934426,2.3237410072,0.5611510791,43.6724394552,78,14767,60.2734693878,0.4388489209,61,242.0819672131,january,2015
Europe,Italie,Friuli Venezia Giulia,138,456,5.1298701299,3.3043478261,0.4420289855,59.3180401484,61,19107,48.3721518987,0.5579710145,77,248.1428571429,january,2015
Amérique du Sud,Saint-Martin (Partie Française),-,137,561,5.8181818182,4.0948905109,0.3576642336,72.4395568089,49,22113,43.189453125,0.6423357664,88,251.2840909091,january,2015
Europe,Pays-bas,Gelderland,135,463,6.3770491803,3.4296296296,0.5481481481,58.3310386843,74,16543,42.5269922879,0.4518518519,61,271.1967213115,january,2015
Europe,France,Ile-de-France,540141,2078634,5.9352591143,3.8483173838,0.4228636597,61.9144724791,228406,68650526,37.1038196374,0.5771363403,311735,220.2207836784,february,2015
Europe,France,Provence-Alpes-Côte-d'Azur,494866,2111773,6.0322023454,4.2673632862,0.3507090808,80.8613693138,173554,93415733,48.1966862362,0.6492909192,321312,290.7321637536,february,2015
Europe,France,Corse,329040,1441367,6.065610427,4.380522125,0.332652565,83.2257767888,109456,63884815,47.9647776766,0.667347435,219584,290.9356556033,february,2015
Europe,France,Rhône-Alpes,39605,130106,5.60799389,3.2850902664,0.5041030173,65.9635937045,19965,6339780,57.5605814365,0.4958969827,19640,322.799389002,february,2015
Europe,France,Pays de la Loire,37598,136779,5.6869713152,3.6379328688,0.4371775094,58.8185553173,16437,4632972,38.4983796181,0.5628224906,21161,218.939180568,february,2015
Europe,France,Languedoc-Roussillon,21082,73427,5.5097785819,3.4829238213,0.4494355374,69.210291869,9475,3573948,55.8848511384,0.5505644626,11607,307.9131558542,february,2015
